#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Description
375,Metang,Acero,Psiquico,420,60,75,100,55,80,50,3,"Lo forman dos Beldum unidos. Puede chocarse con un
avión sin que su cuerpo de acero sufra ni un rasguño."
376,Metagross,Acero,Psiquico,600,80,135,130,95,90,70,3,"Gracias a sus cuatro cerebros, es más inteligente que
un superordenador y analiza con precisión al enemigo."
377,Regirock,Roca,,580,80,100,200,50,100,50,3,"Su cuerpo está hecho de roca. Si se astilla durante el
combate, emplea piedras para repararlo."
378,Regice,Hielo,,580,80,50,100,100,200,50,3,"Dicen que ha yacido durmiendo en un glaciar durante
milenios. Ni el magma puede derretir su cuerpo."
379,Registeel,Acero,,580,80,75,150,75,150,50,3,"Su cuerpo ha estado sometido a la presión subterránea
durante miles de años y no puede arañarse."
380,Latias,Dragon,Psiquico,600,80,80,90,110,130,110,3,"Se comunica por telepatía. Su plumaje refleja la luz, lo
que le permite hacerse invisible."
381,Latios,Dragon,Psiquico,600,80,90,80,130,110,110,3,"Es un Pokémon muy inteligente. Puede adelantar a
aviones a reacción plegando las alas."
382,Kyogre,Agua,,670,100,100,90,150,140,90,3,"Pokémon legendario que aumentó los mares con
diluvios y maremotos. Fue un enemigo acérrimo de
Groudon."
383,Groudon,Tierra,,670,100,150,140,100,90,90,3,"Dicen que este Pokémon legendario simboliza la tierra.
Tras batirse en duelo con Kyogre se echó a dormir."
384,Rayquaza,Dragon,Volador,680,105,150,90,150,90,95,3,"Vive en la capa de ozono sobre las nubes y no puede
ser visto desde el suelo."
385,Jirachi,Acero,Psiquico,600,100,100,100,100,100,100,3,"Desde antaño se dice que concederá los deseos
escritos en las notas de su cabeza cuando se
despierte."
386,Deoxys,Psiquico,,600,50,150,50,150,50,150,3,"Surgió a raíz de la mutación de ADN de un virus
alienígena que cayó a la Tierra en un meteorito."
387,Turtwig,Planta,,318,55,68,64,45,55,31,4,"Realiza la fotosíntesis al bañarle los rayos de sol.
Su concha está formada por tierra endurecida."
388,Grotle,Planta,,405,75,89,85,55,65,36,4,"Vive en los bosques cerca del agua. Por el día, sale a
que les dé el sol a las plantas de su espalda."
389,Torterra,Planta,Tierra,525,95,109,105,75,85,56,4,"Las gentes de antaño creían que el planeta se
sustentaba en la espalda de un gran Torterra."
390,Chimchar,Fuego,,309,44,58,44,58,44,61,4,"El gas de su panza alimenta el fuego de su parte
trasera, que ni la lluvia puede extinguir."
391,Monferno,Fuego,Lucha,405,64,78,52,78,52,81,4,"Controla hábilmente la intensidad del fuego de su cola
para mantener al enemigo a una distancia ideal."
392,Infernape,Fuego,Lucha,534,76,104,71,104,71,108,4,"Su corona de fuego demuestra su naturaleza ígnea.
Nadie le gana en velocidad."
393,Piplup,Agua,,314,53,51,53,61,56,40,4,"No le gusta que lo cuiden. Como no aprecia el apoyo
de su Entrenador, le cuesta coger confianza con él."
394,Prinplup,Agua,,405,64,66,68,81,76,50,4,"Vive solo, alejado de los demás. Cada uno piensa que
es el más importante."
395,Empoleon,Agua,Acero,530,84,86,88,111,101,60,4,"Nada tan rápido como un fueraborda. Con los
afilados bordes de sus alas puede cortar el hielo."
396,Starly,Normal,Volador,245,40,55,30,30,30,60,4,"Viaja en grandes bandadas. Aunque es pequeño,
agita las alas con gran fuerza."
397,Staravia,Normal,Volador,340,55,75,50,40,40,80,4,"Vive siempre en grandes grupos y las disputas dentro
de ellos son muy intensas."
398,Staraptor,Normal,Volador,485,85,120,70,50,60,100,4,"Sus alas y sus patas son muy fuertes. Puede llevarse
volando Pokémon pequeños."
399,Bidoof,Normal,,250,59,45,40,35,40,31,4,"Tiene nervios de acero y nada puede perturbarlo.
Es más ágil y activo de lo que aparenta."
400,Bibarel,Normal,Agua,410,79,85,60,55,60,71,4,"Con sus incisivos roe ramas y raíces y las apila para
construir sus madrigueras junto al río."
401,Kricketot,Bicho,,194,37,25,41,25,41,25,4,"Hablan entre sí chocando las antenas. Los sonidos
producidos son muy característicos."
402,Kricketune,Bicho,,384,77,85,51,55,51,65,4,"Cuando llora, cruza sus brazos con forma de cuchillo.
Puede improvisar melodías."
403,Shinx,Electrico,,263,45,65,34,40,34,45,4,"La extensión y contracción de sus músculos genera
electricidad. Brilla cuando está en peligro."
404,Luxio,Electrico,,363,60,85,49,60,49,60,4,"Sus garras emiten electricidad que puede debilitar a
sus rivales. Viven en grupos pequeños."
405,Luxray,Electrico,,523,80,120,79,95,79,70,4,"Cuando sus ojos brillan como el oro, puede ver presas
escondidas, incluso detrás de un muro."
406,Budew,Planta,Veneno,280,40,30,35,50,70,55,4,"Vive cerca de aguas cristalinas. Su cabello se abre y
esparce polen cuando le bañan los rayos del sol."
407,Roserade,Planta,Veneno,515,60,70,65,125,105,90,4,"Atrae a sus presas con una dulce fragancia y usa sus
cepas venenosas para atenazarlas y acabar con ellas."
408,Cranidos,Roca,,350,67,125,40,30,30,58,4,"Fue recreado a partir de un fósil con forma esférica.
Derriba a las presas a cabezazos."
409,Rampardos,Roca,,495,97,165,60,65,50,58,4,"Tiene sesos pequeños porque su duro cráneo, que
soporta cualquier golpe, les impide desarrollarse."
410,Shieldon,Roca,Acero,350,30,42,118,42,88,30,4,"Se abrillanta la cara frotándola contra los árboles.
Es vulnerable a los ataques por la espalda."
411,Bastiodon,Roca,Acero,495,60,52,168,47,138,30,4,"Se alineaban y creaban una barrera que ningún
enemigo podía cruzar. Así protegían a sus crías."
412,Burmy,Bicho,,224,40,29,45,29,45,36,4,"Para protegerse de los vientos fríos invernales, se
cubre con un caparazón de ramas y hojas."
413,Wormadam,Bicho,Planta,424,60,59,85,79,105,36,4,"Su apariencia varía según dónde evolucione. Los
materiales que haya pasan a formar parte de su
cuerpo."
414,Mothim,Bicho,Volador,424,70,94,50,94,50,66,4,"Le encanta la miel de las flores y roba la que recoge
Combee."
415,Combee,Bicho,Volador,244,30,30,42,30,42,70,4,"El trío se forma al nacer y se pasa la vida recogiendo
miel de las flores para satisfacer a Vespiquen."
416,Vespiquen,Bicho,Volador,474,70,80,102,80,102,40,4,"Cría larvas en los panales de su cuerpo. Segrega
diversas feromonas de su cuerpo con las cuales
controla a sus crías."
417,Pachirisu,Electrico,,405,60,45,70,45,90,95,4,"Crea bolas de pelo que crepitan con electricidad
estática. Las almacena en agujeros de árboles."
418,Buizel,Agua,,330,55,65,35,60,30,85,4,"Nada rotando sus dos colas a modo de tornillo.
Cuando bucea, el flotador se pliega."
419,Floatzel,Agua,,495,85,105,55,85,50,115,4,"Nada gracias a su flotador. Ayuda en los rescates de
gente que se está ahogando."
420,Cherubi,Planta,,275,45,35,45,62,53,35,4,"Bajo la luz solar es rojo. La esfera pequeña pierde sus
nutrientes y se seca para anunciar la evolución."
421,Cherrim,Planta,,450,70,60,70,87,78,85,4,"Cuando los rayos de sol inundan su capullo, abre de
par en par sus pétalos y se vuelve muy dinámico."
422,Shellos,Agua,,325,76,48,48,57,62,34,4,"No hay que apretarle muy fuerte, ya que, si lo haces,
secreta un misterioso fluido morado."
423,Gastrodon,Agua,Tierra,475,111,83,68,92,82,39,4,"Si se ve amenazado por sus enemigos naturales,
segrega un líquido morado y huye rápidamente."
424,Ambipom,Normal,,482,75,100,66,60,66,115,4,"Habitan en grandes colonias y forman anillos uniendo
sus colas, aparentemente en signo de amistad."
425,Drifloon,Fantasma,Volador,348,90,50,34,60,44,70,4,"Está formado por los espíritus de personas y Pokémon.
Le encantan las estaciones húmedas."
426,Drifblim,Fantasma,Volador,498,150,80,44,90,54,80,4,"Transporta a gente y a Pokémon volando, pero, como
se deja llevar, puede acabar en cualquier sitio."
427,Buneary,Normal,,350,55,66,44,44,56,85,4,"Lleva las orejas enrolladas. Cuando las extiende,
golpea con tal fuerza que incluso puede romper rocas."
428,Lopunny,Normal,,480,65,76,84,54,96,105,4,"Este Pokémon resulta muy precavido. Si siente peligro,
escapa corriendo a grandes saltos."
429,Mismagius,Fantasma,,495,60,60,60,105,105,105,4,"Recita cánticos. Algunos de ellos atormentan a sus
rivales, mientras que otros producen felicidad."
430,Honchkrow,Siniestro,Volador,505,100,125,52,105,52,71,4,"Si uno lanza un grito profundo, los demás acuden.
Por eso se le llama también Invocador de la Noche."
431,Glameow,Normal,,310,49,55,42,42,37,85,4,"Araña cuando está enfadado y ronronea cuando está
cariñoso. Su imprevisibilidad es famosa."
432,Purugly,Normal,,452,71,82,64,64,59,112,4,"Si se siente a gusto, no tiene ningún reparo en
apropiarse de las moradas de otros Pokémon."
433,Chingling,Psiquico,,285,45,30,50,65,50,45,4,"Emite un tintineo cada vez que salta. Ensordece a sus
rivales con sonidos de alta frecuencia."
434,Stunky,Veneno,Siniestro,329,63,63,47,41,41,74,4,"Expulsa un fluido maloliente por sus cuartos traseros.
El hedor repele Pokémon en un radio de 2 km."
435,Skuntank,Veneno,Siniestro,479,103,93,67,71,61,84,4,"Para atacar, emite un fluido maloliente por la punta de
su cola que puede llegar a más de 50 m."
436,Bronzor,Acero,Psiquico,300,57,24,86,24,86,23,4,"Se dice que brilla y refleja la verdad al pulirlo,
aunque es algo que detesta."
437,Bronzong,Acero,Psiquico,500,67,89,116,79,116,33,4,"Desde antaño se adora a este Pokémon para que
propicie lluvias abundantes. A veces se esconde bajo
tierra."
438,Bonsly,Roca,,290,50,80,95,10,45,10,4,"Prefiere entornos áridos. Sus ojos expulsan agua para
ajustar los niveles de fluido corporal."
439,Mime Jr.,Psiquico,Hada,310,20,25,45,70,90,60,4,"Desconcierta a sus rivales imitando sus movimientos a
la perfección y aprovecha para darse a la fuga."
440,Happiny,Normal,,220,100,5,5,15,65,30,4,"Les da a sus amigos una roca con forma de huevo que
transporta en la bolsa de su panza."
441,Chatot,Normal,Volador,411,76,65,45,92,42,91,4,"Imita los sonidos de sus rivales, haciéndoles creer que
son amigos e impidiendo que le ataquen."
442,Spiritomb,Fantasma,Siniestro,485,50,92,108,92,108,35,4,"Se formó a partir de 108 espíritus. Está unido a la
fisura de una piedra angular mística."
443,Gible,Dragon,Tierra,300,58,70,45,40,45,42,4,"Vive en agujeros en las cuevas, al amparo del calor
geotérmico. Si se acerca un enemigo, le muerde."
444,Gabite,Dragon,Tierra,410,68,90,65,50,55,82,4,"Le gustan las cosas brillantes. Busca tesoros en
cuevas y se lleva el botín a su nido."
445,Garchomp,Dragon,Tierra,600,108,130,95,80,85,102,4,"Cuando despliega su cuerpo y sus alas, parece un
avión a reacción. Vuela a velocidad sónica."
446,Munchlax,Normal,,390,135,85,40,40,85,5,4,"Esconde comida bajo el largo pelo de su cuerpo, pero
más tarde lo olvida."
447,Riolu,Lucha,,285,40,70,40,35,40,60,4,"Se comunica con los suyos mediante la emisión de
unas ondas que cambian de forma en función de los
sentimientos."
448,Lucario,Lucha,Acero,525,70,110,70,115,70,90,4,"Puede leer los pensamientos y movimientos de su
adversario a través de su aura."
449,Hippopotas,Tierra,,330,68,72,78,38,42,32,4,"Vive en zonas áridas. En lugar de sudar, su cuerpo
expulsa granos de arena."
450,Hippowdon,Tierra,,525,108,112,118,68,72,47,4,"Hace gala de su fuerza abriendo su enorme boca.
Para atacar levanta gran cantidad de arena."
451,Skorupi,Veneno,Bicho,330,40,50,90,30,55,65,4,"Agarra a sus presas con las pinzas de la cola y les
inyecta veneno. Espera hasta que hace efecto."
452,Drapion,Veneno,Siniestro,500,70,90,110,60,75,95,4,"Aunque sabe que puede aplastar al rival con su gran
fuerza, le gusta dar el golpe de gracia con su virulento
veneno."
453,Croagunk,Veneno,Lucha,300,48,61,40,61,40,50,4,"Tiene bolsas venenosas en las mejillas. Pilla
desprevenidos a sus rivales para pincharles."
454,Toxicroak,Veneno,Lucha,490,83,106,65,86,65,85,4,"Almacena veneno en una bolsa de la garganta. Cuando
croa, este se agita para lograr mayor potencia."
455,Carnivine,Planta,,454,74,100,72,90,72,46,4,"Atrae a sus presas con saliva de olor dulce y las
mastica. Tarda todo un día en comérselas."
456,Finneon,Agua,,330,49,49,56,49,61,66,4,"La línea que le recorre el costado puede almacenar
luz solar. Brilla con mucha fuerza por la noche."
457,Lumineon,Agua,,460,69,69,76,69,86,91,4,"Vive en las profundidades marinas. Atrae a sus presas
con parpadeos del dibujo de sus cuatro aletas."
458,Mantyke,Agua,Volador,345,45,20,50,60,120,50,4,"Los símbolos de su espalda cambian según la región.
A veces se mezcla con bancos de Remoraid y nada
junto a ellos."
459,Snover,Planta,Hielo,334,60,62,50,62,60,40,4,"En las estaciones frías baja al pie de la montaña, pero
regresa a las cimas nevadas en primavera."
460,Abomasnow,Planta,Hielo,494,90,92,75,92,85,60,4,"Genera ventiscas con las que cubre de nieve grandes
áreas. Se le llama el Monstruo de Hielo."
461,Weavile,Siniestro,Hielo,510,70,120,65,45,85,125,4,"Vive en zonas nevadas. Deja marcas en los árboles
con sus garras para comunicarse con sus compañeros."
462,Magnezone,Electrico,Acero,535,70,70,115,130,90,60,4,"Emiten campos magnéticos tan potentes que se atraen
entre sí e incluso pueden llegar a inmovilizarse."
463,Lickilicky,Normal,,515,110,85,95,80,95,50,4,"Agarra cosas con su lengua extensible. Si te acercas
mucho, te deja lleno de babas."
464,Rhyperior,Tierra,Roca,535,115,140,130,55,55,40,4,"Lanza Geodude por los agujeros de las manos.
Gracias a Protector resiste erupciones volcánicas."
465,Tangrowth,Planta,,535,100,100,125,110,50,50,4,"Atrapa a su presa desplegando las ramas de sus
brazos, que no le importa perder ante depredadores."
466,Electivire,Electrico,,540,75,123,67,95,85,95,4,"Al almacenar mucha electricidad, desprende chispas de
una claridad increíble entre sus dos cuernos."
467,Magmortar,Fuego,,540,75,95,67,125,95,83,4,"Sus brazos disparan bolas de fuego de más de
2000 °C. Vive en cráteres volcánicos."
468,Togekiss,Hada,Volador,545,85,50,95,120,115,80,4,"Se dice que aparece en zonas pacíficas y las bendice
con sus dones."
469,Yanmega,Bicho,Volador,515,86,76,86,116,56,95,4,"Su técnica favorita consiste en volar a gran velocidad
y despedazar con su mandíbula a su oponente en un
instante."
470,Leafeon,Planta,,525,65,110,130,60,65,95,4,"En días soleados duerme y hace la fotosíntesis,
emitiendo aire puro a su alrededor."
471,Glaceon,Hielo,,525,65,60,110,130,95,65,4,"Controla su temperatura corporal para congelar el
ambiente y causar ráfagas de nieve en polvo."
472,Gliscor,Tierra,Volador,510,75,95,125,45,75,95,4,"Espera a sus presas colgado de una rama bocabajo.
Cuando llega su oportunidad, se lanza en picado."
473,Mamoswine,Hielo,Tierra,530,110,130,80,70,60,80,4,"Ya existía en la antigüedad. Se encontró uno bajo
hielo de hace más de 10 000 años."
474,Porygon-Z,Normal,,535,85,80,70,135,75,90,4,"Se le instaló un software para mejorarlo. Sin embargo,
comenzó a comportarse de manera extraña."
475,Gallade,Psiquico,Lucha,518,68,125,65,65,115,80,4,"Puede presentir los movimientos de sus rivales y por
eso ataca siempre antes que ellos."
476,Probopass,Roca,Acero,525,60,55,145,75,150,40,4,"Emana un fuerte magnetismo. Controla tres pequeñas
unidades llamadas mininarices."
477,Dusknoir,Fantasma,,525,45,100,135,65,135,45,4,"Se dice que recoge en su cuerpo flexible a los
espíritus extraviados y los guía hasta casa."
478,Froslass,Hielo,Fantasma,480,70,80,70,80,70,110,4,"Congela a sus enemigos con un aliento gélido de
-50 °C. Su cuerpo está hueco."
479,Rotom,Electrico,Fantasma,440,50,50,77,95,77,91,4,"Desde hace mucho tiempo se estudia su singular
motor como fuente de energía motriz."
480,Uxie,Psiquico,,580,75,75,130,75,130,95,4,"Se le conoce como el Ser de la Sabiduría. Se dice que
puede borrar la memoria con una mirada."
481,Mesprit,Psiquico,,580,80,105,105,105,105,80,4,"Se le conoce como el Ser de la Emoción. Enseñó a los
humanos la nobleza del dolor y la alegría."
482,Azelf,Psiquico,,580,75,125,70,125,70,115,4,"Se le conoce como el Ser de la Voluntad. Duerme en
el fondo de un lago para equilibrar el mundo."
483,Dialga,Acero,Dragon,680,100,120,120,150,100,90,4,"Un Pokémon de leyenda. Se dice que el tiempo
comenzó a avanzar cuando Dialga nació."
484,Palkia,Agua,Dragon,680,90,120,100,150,120,100,4,"Se dice que vive en una dimensión espacial paralela.
Aparece en la mitología."
485,Heatran,Fuego,Acero,600,91,90,106,130,106,77,4,"Habita cuevas volcánicas. Cava con sus pies en forma
de cruz para trepar por techos y paredes."
486,Regigigas,Normal,,670,110,160,110,80,110,100,4,"Se dice que usó rocas, magma y un hielo especial de
montaña para crear Pokémon con su aspecto."
487,Giratina,Fantasma,Dragon,680,150,100,120,100,120,90,4,"Vive en el Mundo Distorsión, un mundo opuesto al
nuestro y cuyas leyes desafían el sentido común."
488,Cresselia,Psiquico,,600,120,70,120,75,130,85,4,"Sus alas emiten un velo de partículas brillantes. Se
dice que representa un cuarto lunar."
489,Phione,Agua,,480,80,80,80,80,80,80,4,"Si sube la temperatura del mar, infla el flotador de su
cabeza y flota en grupo en la superficie."
490,Manaphy,Agua,,600,100,100,100,100,100,100,4,"Nace con un maravilloso poder que le permite
establecer vínculos con cualquier tipo de Pokémon."
491,Darkrai,Siniestro,,600,70,90,90,135,90,125,4,"Defiende su territorio de personas y Pokémon
haciéndoles dormir y provocándoles pesadillas."
492,Shaymin,Planta,,600,100,100,100,100,100,100,4,"Puede disolver las toxinas del aire para transformar
tierra yerma en campos de flores."
493,Arceus,Normal,,720,120,120,120,120,120,120,4,"Según la mitología de Sinnoh, Arceus surgió de un
huevo y después creó todo el mundo."
494,Victini,Psiquico,Fuego,600,100,100,100,100,100,100,5,"Pokémon que atrae la victoria. Dicen que el
Entrenador que lo lleve saldrá vencedor de
cualquier batalla."
495,Snivy,Planta,,308,45,45,55,45,55,63,5,"Cuando recibe los rayos de sol, se mueve mucho más
rápido que de costumbre. Usa mejor sus lianas que
sus manos."
496,Servine,Planta,,413,60,60,75,60,75,83,5,"Parece que se desliza al correr. Engaña a sus rivales
con su velocidad y los fustiga con su látigo."
497,Serperior,Planta,,528,75,75,95,75,95,113,5,"Tan solo muestra su verdadero poder a quienes no se
amedrentan ante su noble pero inquisitoria mirada."
498,Tepig,Fuego,,308,65,63,45,45,45,45,5,"Evita con agilidad los ataques enemigos. Lanza bolas
de fuego por su hocico y tuesta bayas del bosque para
comer."
499,Pignite,Fuego,Lucha,418,90,93,55,70,55,55,5,"Cuanto más come, más combustible tiene en su interior
para avivar sus llamas, con lo que también aumenta su
poder."
500,Emboar,Fuego,Lucha,528,110,123,65,100,65,65,5,"Calienta sus puños con las llamas de su barbilla para
propinar puñetazos ardientes. Es muy fiel a sus
compañeros."
501,Oshawott,Agua,,308,55,55,45,63,45,45,5,"La vieira de su ombligo no solo sirve como arma, sino
también como instrumento para cortar las bayas que
estén duras."
502,Dewott,Agua,,413,75,75,60,83,60,60,5,"Gran espadachín. Utiliza sus dos vieiras con soltura al
ejecutar las técnicas que aprende con una disciplina
espartana."
503,Samurott,Agua,,528,95,100,85,108,70,70,5,"En un abrir y cerrar de ojos, puede desenvainar y
envainar los sables que hay en sus patas delanteras."
504,Patrat,Normal,,255,45,55,39,35,39,42,5,"Almacena víveres en unas bolsas en sus mofletes y
vigila durante días. Hace señales con la cola a sus
compañeros."
505,Watchog,Normal,,420,60,85,69,60,69,77,5,"Los componentes luminiscentes de su interior hacen
que sus ojos y su cuerpo brillen, y así intimida a sus
rivales."
506,Lillipup,Normal,,275,45,60,45,25,45,55,5,"Los mechones que cubren su cara actúan como un
magnífico radar para detectar con precisión lo que hay
a su alrededor."
507,Herdier,Normal,,370,65,80,65,35,65,60,5,"Este Pokémon es muy leal. No solo ayuda a
Entrenadores, sino que también se preocupa por
otros Pokémon."
508,Stoutland,Normal,,500,85,110,90,45,90,80,5,"Socorre a humanos perdidos en montañas azotadas
por ventiscas. Su largo pelaje le protege del frío."
509,Purrloin,Siniestro,,281,41,50,37,50,37,66,5,"Distrae a su oponente con movimientos gráciles y
sustrae sus pertenencias. Cuando se enfada, ataca
con las garras."
510,Liepard,Siniestro,,446,64,88,50,88,50,106,5,"Su bella y grácil silueta le viene dada por su
desarrollada musculatura, que le permite andar de
noche sin hacer ruido."
511,Pansage,Planta,,316,50,53,48,53,48,64,5,"Comparte las hojas de su cabeza con Pokémon
agotados. Posee la facultad de aliviar el cansancio."
512,Simisage,Planta,,498,75,98,63,98,63,101,5,"Ataca estampando las espinas de su cola en el
enemigo. Es un Pokémon con mucho temperamento."
513,Pansear,Fuego,,316,50,53,48,53,48,64,5,"Pokémon muy inteligente que tiene la costumbre de
tostar las bayas antes de comérselas. Ayuda mucho
a los humanos."
514,Simisear,Fuego,,498,75,98,63,98,63,101,5,"Achicharra a sus enemigos desprendiendo llamas
por la cola y la cabeza, fruto de su desmesurado
calor interno."
515,Panpour,Agua,,316,50,53,48,53,48,64,5,"El agua acumulada en su mata de pelo es rica en
nutrientes. Usa su cola para regar plantas con esa
misma agua."
516,Simipour,Agua,,498,75,98,63,98,63,101,5,"Cuando lanza agua a alta presión con su cola, puede
incluso resquebrajar una pared de cemento."
517,Munna,Psiquico,,292,76,25,45,67,55,24,5,"Cuando un humano o un Pokémon sufre una pesadilla,
Munna se aparece ante ellos y la engulle."
518,Musharna,Psiquico,,487,116,55,85,107,95,29,5,"Multitud de sueños de humanos y Pokémon se
encuentran atrapados en el humo que despide por
su frente."
519,Pidove,Normal,Volador,264,50,55,50,36,30,43,5,"Es un Pokémon muy despistado. Aunque reciba
órdenes de su Entrenador, se le olvidan, y se queda
esperando."
520,Tranquill,Normal,Volador,358,62,77,62,50,42,65,5,"Según los rumores, en lo más profundo del bosque
donde mora Tranquill, hay un mundo pacífico y exento
de luchas."
521,Unfezant,Normal,Volador,488,80,115,80,65,55,93,5,"El macho amenaza al enemigo meciendo el adorno de
su cabeza. Al volar, la hembra es mucho más diestra
que el macho."
522,Blitzle,Electrico,,295,45,60,32,50,32,76,5,"Aparece cuando nubes envueltas en rayos encapotan
el cielo. Atrapa rayos con su crin y almacena
electricidad."
523,Zebstrika,Electrico,,497,75,100,63,80,63,116,5,"Es un Pokémon con mucho temperamento. Cuando se
enoja, lanza rayos desde su crin en todas direcciones."
524,Roggenrola,Roca,,280,55,75,85,25,25,15,5,"Su oreja tiene forma hexagonal. Su cuerpo fue
comprimido bajo tierra. Por eso, es duro como el
acero."
525,Boldore,Roca,,390,70,105,105,50,40,20,5,"La energía que no puede contener en el interior de
su cuerpo se escapa formando cristales naranjas."
526,Gigalith,Roca,,515,85,135,130,60,80,25,5,"Absorbe los rayos solares, procesa esa energía en su
núcleo y lanza poderosas bolas de luz a sus enemigos."
527,Woobat,Psiquico,Volador,313,55,45,43,55,43,72,5,"Vive en bosques oscuros y cavernas. Emite
ultrasonidos por la nariz para saber todo lo que
pasa a su alrededor."
528,Swoobat,Psiquico,Volador,425,67,57,55,77,55,114,5,"Cuando emite ondas ultrasónicas, que incluso pueden
reventar el cemento, agita su cola con vehemencia."
529,Drilbur,Tierra,,328,60,85,40,30,45,68,5,"Cuando junta las garras y comienza a dar vueltas
frenéticas, avanza bajo tierra a gran velocidad."
530,Excadrill,Tierra,Acero,508,110,135,60,50,65,88,5,"Su taladro ha evolucionado y es capaz de atravesar
una lámina de hierro. Es muy útil para construir
túneles."
531,Audino,Normal,,445,103,60,86,60,86,50,5,"Con las antenas de sus oídos, perciben el estado de
un rival o predicen cuándo va a eclosionar un Huevo
Pokémon."
532,Timburr,Lucha,,305,75,80,55,25,35,35,5,"Siempre lleva vigas de madera. Normalmente ayuda
en obras de construcción."
533,Gurdurr,Lucha,,405,85,105,85,40,50,40,5,"Gracias a su entrenada musculatura, puede blandir
vigas de acero sin problema para así derribar edificios
enteros."
534,Conkeldurr,Lucha,,505,105,140,95,55,65,45,5,"Se cree que Conkeldurr enseñó a los humanos
la técnica para elaborar cemento hace más de
2000 años."
535,Tympole,Agua,,294,50,50,40,50,40,64,5,"Emite sonidos imperceptibles para los humanos con la
vibración de sus mejillas y advierte de algún peligro a
los suyos."
536,Palpitoad,Agua,Tierra,384,75,65,55,65,55,69,5,"Cuando hace vibrar el bulto de su cabeza, no solo se
embravece el mar, sino que la tierra también tiembla."
537,Seismitoad,Agua,Tierra,509,105,95,75,85,75,74,5,"Aumenta la potencia de sus puñetazos haciendo vibrar
sus puños. Es capaz de quebrar una roca de un solo
golpe."
538,Throh,Lucha,,465,120,100,85,30,85,45,5,"Aumenta su potencia si se aprieta el cinturón. Un
Throh salvaje teje su propio cinturón usando lianas."
539,Sawk,Lucha,,465,75,125,75,30,75,85,5,"Para lograr dominar las técnicas de kárate más letales,
se retiran a las montañas y entrenan día y noche."
540,Sewaddle,Bicho,Planta,310,45,53,70,40,60,42,5,"Recorta hojas y las teje con el líquido viscoso que
segrega por la boca para hacerse su propia ropa."
541,Swadloon,Bicho,Planta,380,55,63,90,50,80,42,5,"La vegetación abunda en los bosques que habita. Este
Pokémon transforma las hojas caídas en nutrientes."
542,Leavanny,Bicho,Planta,500,75,103,80,70,80,92,5,"Si se encuentra con un Pokémon joven, segrega por la
boca hilos pegadizos con los que le teje una prenda
de ropa."
543,Venipede,Bicho,Veneno,260,30,45,59,30,39,57,5,"Percibe su entorno con su sentido del tacto, residente
en su cabeza y cola. Su carácter es violento por
naturaleza."
544,Whirlipede,Bicho,Veneno,360,40,55,99,40,79,47,5,"Lo protege un duro caparazón. Gira como una rueda y
realiza brutales placajes contra sus enemigos."
545,Scolipede,Bicho,Veneno,485,60,100,89,55,69,112,5,"Atenaza a sus presas con las garras que sobresalen de
su cuello hasta que no se pueden mover y las remata
con veneno."
546,Cottonee,Planta,Hada,280,40,27,60,37,50,66,5,"Despide motas de algodón cuando lo atacan para
confundir a los enemigos y poner pies en polvorosa."
547,Whimsicott,Planta,Hada,480,60,67,85,77,75,116,5,"Aparecen en medio de un torbellino y entran en las
casas para descolocar los muebles o esparcir algodón
por doquier."
548,Petilil,Planta,,280,45,35,50,70,50,30,5,"Mordisquear las hojas de su cabeza permite recuperar
toda la vitalidad, a pesar de que están muy amargas."
549,Lilligant,Planta,,480,70,60,75,110,75,90,5,"El aroma de la flor de su tocado relaja a cualquiera a
su alrededor. Hay que cuidarle mucho para que no se
marchite."
550,Basculin,Agua,,460,70,92,65,80,55,98,5,"Los de color azul y los de color rojo siempre se
pelean. Son muy violentos, pero su sabor es
excepcional."
551,Sandile,Tierra,Siniestro,292,50,72,35,35,35,65,5,"Se desplaza hundido en la arena, dejando al
descubierto solo los ojos y la nariz. Una membrana
negra le protege los ojos."
552,Krokorok,Tierra,Siniestro,351,60,82,45,45,45,74,5,"Viven en manadas. La membrana que cubre sus ojos
los protege de la arena."
553,Krookodile,Tierra,Siniestro,519,95,117,80,65,70,92,5,"Un Pokémon bastante violento. Ataca todo lo que se
mueva delante de él con sus mortíferas mandíbulas."
554,Darumaka,Fuego,,315,70,90,45,15,45,50,5,"Como sus excrementos están muy calientes, la gente
de antaño se los metía en los bolsillos para calentarse."
555,Darmanitan,Fuego,,480,105,140,55,30,55,95,5,"Cuando resulta gravemente herido, se endurece como
una piedra y medita para agudizar la mente."
556,Maractus,Planta,,461,75,86,67,106,67,60,5,"Espanta a los Pokémon pájaro con un baile rápido y
haciendo ruido para evitar que picoteen las semillas de
sus flores."
557,Dwebble,Bicho,Roca,325,50,65,85,35,35,55,5,"Abre un agujero en la roca y vive en él. Si la roca se
resquebraja, no se queda tranquilo hasta que no
encuentra otra."
558,Crustle,Bicho,Roca,475,70,95,125,65,75,45,5,"Su inmensa capacidad motriz le permite desplazarse
cargando a sus espaldas rocas enormes durante días."
559,Scraggy,Siniestro,Lucha,348,50,75,70,35,70,48,5,"Se sube la piel hasta el cuello para defenderse. Su
elasticidad, similar a la de una goma, reduce el daño
recibido."
